order_id,order_timestamp,customer_id,product_id,product_name,category,qty,unit_price,discount_pct,region
ORD2025031700000,2025-03-17T10:40:14,C20384,P004,Resistance Bands,Fitness,2,16.29,0.05,South
ORD2025031700001,2025-03-17T16:31:15,C28836,P011,Bluetooth Speaker,Electronics,5,89.15,0.1,West
ORD2025031700002,2025-03-17T05:10:29,C37518,P004,Resistance Bands,Fitness,1,12.57,0.2,West
ORD2025031700003,2025-03-17T10:20:47,C27134,P008,Olive Oil 500ml,Grocery,3,14.7,0.05,South
ORD2025031700004,2025-03-17T01:13:18,C47401,P009,Notebook A5,Stationery,1,4.08,0.05,West
ORD2025031700005,2025-03-17T09:46:48,C44637,P003,Yoga Mat,Fitness,1,26.94,0.0,East
ORD2025031700006,2025-03-17T00:09:59,C31440,P005,Cotton T-Shirt,Apparel,3,17.36,0.05,South
ORD2025031700007,2025-03-17T05:31:41,C32065,P003,Yoga Mat,Fitness,1,31.19,0.0,North
ORD2025031700008,2025-03-17T18:01:27,C02229,P002,USB-C Cable,Electronics,1,15.3,0.05,West
ORD2025031700009,2025-03-17T00:31:19,C12740,P010,Gel Pen Set,Stationery,1,3.8,0.05,East
ORD2025031700010,2025-03-17T05:38:13,C33114,P012,Running Shoes,Apparel,1,87.82,0.05,South
ORD2025031700011,2025-03-17T18:48:42,C47096,P004,Resistance Bands,Fitness,1,21.9,0.0,West
ORD2025031700012,2025-03-17T15:32:26,C12602,P001,Wireless Mouse,Electronics,1,27.95,0.0,South
ORD2025031700013,2025-03-17T21:22:28,C20721,P006,Denim Jeans,Apparel,1,57.33,0.15,South
ORD2025031700014,2025-03-17T06:08:59,C22086,P003,Yoga Mat,Fitness,2,21.65,0.0,East
ORD2025031700015,2025-03-17T03:47:35,C33619,P005,Cotton T-Shirt,Apparel,1,16.91,0.0,North
ORD2025031700016,2025-03-17T01:31:17,C20053,P004,Resistance Bands,Fitness,3,20.86,0.0,West
ORD2025031700017,2025-03-17T14:36:06,C10251,P002,USB-C Cable,Electronics,2,8.7,0.05,West
ORD2025031700018,2025-03-17T15:04:40,C14207,P007,Coffee Beans 250g,Grocery,3,12.08,0.05,South
ORD2025031700019,2025-03-17T14:59:35,C38717,P008,Olive Oil 500ml,Grocery,2,15.06,0.1,West
