order_id,order_timestamp,customer_id,product_id,product_name,category,qty,unit_price,discount_pct,region
ORD2025031100000,2025-03-11T10:26:52,C08506,P005,Cotton T-Shirt,Apparel,4,24.33,0.1,South
ORD2025031100001,2025-03-11T23:57:18,C18460,P008,Olive Oil 500ml,Grocery,3,10.0,0.0,South
ORD2025031100002,2025-03-11T02:18:47,C42949,P010,Gel Pen Set,Stationery,1,3.46,0.05,East
ORD2025031100003,2025-03-11T22:58:20,C35142,P003,Yoga Mat,Fitness,1,24.26,0.0,North
ORD2025031100004,2025-03-11T15:26:50,C42660,P012,Running Shoes,Apparel,2,71.24,0.0,East
ORD2025031100005,2025-03-11T00:55:59,C33385,P004,Resistance Bands,Fitness,1,17.12,0.0,South
ORD2025031100006,2025-03-11T12:52:57,C18943,P008,Olive Oil 500ml,Grocery,2,15.7,0.0,South
ORD2025031100007,2025-03-11T23:57:54,C10944,P003,Yoga Mat,Fitness,1,31.07,0.1,East
ORD2025031100008,2025-03-11T01:23:59,C14184,P003,Yoga Mat,Fitness,1,29.2,0.0,North
ORD2025031100009,2025-03-11T11:14:52,C23763,P002,USB-C Cable,Electronics,3,12.85,0.05,East
ORD2025031100010,2025-03-11T22:29:22,C40804,P010,Gel Pen Set,Stationery,1,6.39,0.1,South
ORD2025031100011,2025-03-11T01:21:49,C25776,P012,Running Shoes,Apparel,1,72.64,0.15,West
ORD2025031100012,2025-03-11T04:08:29,C10632,P009,Notebook A5,Stationery,1,6.05,0.0,West
ORD2025031100013,2025-03-11T09:49:34,C04718,P009,Notebook A5,Stationery,1,8.7,0.0,East
ORD2025031100014,2025-03-11T22:09:38,C24925,P004,Resistance Bands,Fitness,1,17.23,0.0,South
ORD2025031100015,2025-03-11T10:34:45,C30172,P008,Olive Oil 500ml,Grocery,1,15.84,0.05,East
ORD2025031100016,2025-03-11T23:27:31,C36809,P004,Resistance Bands,Fitness,1,20.41,0.0,West
ORD2025031100017,2025-03-11T13:05:18,C15492,P001,Wireless Mouse,Electronics,1,37.37,0.0,South
ORD2025031100018,2025-03-11T01:05:20,C16092,P003,Yoga Mat,Fitness,2,31.11,0.2,North
ORD2025031100019,2025-03-11T01:01:23,C22597,P012,Running Shoes,Apparel,2,59.72,0.0,South
ORD2025031100020,2025-03-11T19:55:13,C39155,P011,Bluetooth Speaker,Electronics,1,75.9,0.0,West
ORD2025031100021,2025-03-11T02:50:27,C49194,P010,Gel Pen Set,Stationery,2,6.31,0.1,West
ORD2025031100022,2025-03-11T23:18:10,C19350,P004,Resistance Bands,Fitness,2,12.05,0.2,North
ORD2025031100023,2025-03-11T02:53:05,C05977,P004,Resistance Bands,Fitness,1,15.17,0.0,South
ORD2025031100024,2025-03-11T17:09:42,C41262,P003,Yoga Mat,Fitness,2,18.93,0.0,South
ORD2025031100025,2025-03-11T05:29:46,C10116,P011,Bluetooth Speaker,Electronics,2,51.34,0.1,South
ORD2025031100026,2025-03-11T14:08:47,C09780,P008,Olive Oil 500ml,Grocery,3,15.03,0.05,North
ORD2025031100027,2025-03-11T00:07:24,C30732,P004,Resistance Bands,Fitness,1,21.74,0.0,West
ORD2025031100028,2025-03-11T15:21:37,C23428,P006,Denim Jeans,Apparel,1,47.03,0.05,North
ORD2025031100029,2025-03-11T00:19:39,C42203,P012,Running Shoes,Apparel,1,68.45,0.1,North
ORD2025031100030,2025-03-11T17:58:50,C40030,P002,USB-C Cable,Electronics,1,12.38,0.1,South
ORD2025031100031,2025-03-11T11:10:11,C11832,P012,Running Shoes,Apparel,1,81.1,0.0,East
ORD2025031100032,2025-03-11T17:05:30,C11332,P003,Yoga Mat,Fitness,3,27.2,0.05,East
ORD2025031100033,2025-03-11T04:51:27,C19394,P007,Coffee Beans 250g,Grocery,1,17.51,0.05,West
ORD2025031100034,2025-03-11T06:37:11,C27792,P010,Gel Pen Set,Stationery,1,4.16,0.0,East
ORD2025031100035,2025-03-11T17:18:23,C29580,P002,USB-C Cable,Electronics,2,15.9,0.0,South
ORD2025031100036,2025-03-11T20:17:11,C01911,P009,Notebook A5,Stationery,1,8.87,0.15,West
ORD2025031100037,2025-03-11T05:38:54,C11797,P008,Olive Oil 500ml,Grocery,2,9.69,0.1,West
ORD2025031100038,2025-03-11T08:45:38,C44669,P006,Denim Jeans,Apparel,1,45.45,0.0,South
ORD2025031100039,2025-03-11T00:27:05,C16871,P007,Coffee Beans 250g,Grocery,5,11.69,0.0,North
ORD2025031100040,2025-03-11T20:13:35,C16631,P008,Olive Oil 500ml,Grocery,2,13.9,0.15,North
ORD2025031100041,2025-03-11T23:51:21,C14878,P005,Cotton T-Shirt,Apparel,3,21.05,0.0,East
ORD2025031100042,2025-03-11T16:02:17,C45645,P001,Wireless Mouse,Electronics,1,35.64,0.15,South
ORD2025031100043,2025-03-11T06:05:25,C12499,P011,Bluetooth Speaker,Electronics,1,68.37,0.05,West
ORD2025031100044,2025-03-11T01:11:31,C22272,P005,Cotton T-Shirt,Apparel,2,19.89,0.15,South
ORD2025031100045,2025-03-11T01:47:50,C05046,P002,USB-C Cable,Electronics,1,13.66,0.1,East
ORD2025031100046,2025-03-11T21:27:17,C12639,P003,Yoga Mat,Fitness,1,23.34,0.0,North
ORD2025031100047,2025-03-11T09:45:16,C39053,P011,Bluetooth Speaker,Electronics,1,45.92,0.0,North
ORD2025031100048,2025-03-11T09:58:42,C17111,P004,Resistance Bands,Fitness,1,19.97,0.0,South
ORD2025031100049,2025-03-11T12:20:35,C18354,P012,Running Shoes,Apparel,4,106.29,0.0,North
ORD2025031100050,2025-03-11T08:19:25,C13171,P011,Bluetooth Speaker,Electronics,1,77.87,0.1,East
ORD2025031100051,2025-03-11T11:53:57,C32022,P012,Running Shoes,Apparel,1,109.21,0.15,South
ORD2025031100052,2025-03-11T12:52:53,C17131,P009,Notebook A5,Stationery,1,7.83,0.15,East
ORD2025031100053,2025-03-11T06:51:16,C37919,P003,Yoga Mat,Fitness,2,27.48,0.2,North
ORD2025031100054,2025-03-11T04:27:40,C25743,P011,Bluetooth Speaker,Electronics,2,81.01,0.05,South
ORD2025031100055,2025-03-11T08:20:53,C35355,P010,Gel Pen Set,Stationery,1,4.04,0.2,East
ORD2025031100056,2025-03-11T02:56:04,C24933,P002,USB-C Cable,Electronics,1,8.44,0.0,North
ORD2025031100057,2025-03-11T05:28:51,C16804,P005,Cotton T-Shirt,Apparel,1,23.0,0.0,North
ORD2025031100058,2025-03-11T16:50:24,C00272,P006,Denim Jeans,Apparel,2,43.79,0.0,East
ORD2025031100059,2025-03-11T21:31:30,C15283,P004,Resistance Bands,Fitness,1,16.48,0.0,North
