order_id,order_timestamp,customer_id,product_id,product_name,category,qty,unit_price,discount_pct,region
ORD2025032800000,2025-03-28T06:40:20,C14670,P011,Bluetooth Speaker,Electronics,1,62.64,0.0,West
ORD2025032800001,2025-03-28T12:53:10,C25443,P001,Wireless Mouse,Electronics,1,27.73,0.0,South
ORD2025032800002,2025-03-28T08:34:34,C34980,P003,Yoga Mat,Fitness,1,19.09,0.15,North
ORD2025032800003,2025-03-28T09:19:14,C07939,P011,Bluetooth Speaker,Electronics,2,56.39,0.05,North
ORD2025032800004,2025-03-28T23:52:49,C15871,P007,Coffee Beans 250g,Grocery,1,12.19,0.0,North
ORD2025032800005,2025-03-28T17:18:15,C20135,P005,Cotton T-Shirt,Apparel,1,22.55,0.0,West
ORD2025032800006,2025-03-28T04:52:32,C12205,P003,Yoga Mat,Fitness,1,33.94,0.0,East
ORD2025032800007,2025-03-28T22:43:52,C26411,P009,Notebook A5,Stationery,1,5.99,0.0,North
ORD2025032800008,2025-03-28T01:11:54,C02922,P004,Resistance Bands,Fitness,2,21.2,0.0,South
ORD2025032800009,2025-03-28T21:10:48,C30918,P007,Coffee Beans 250g,Grocery,1,14.47,0.0,East
ORD2025032800010,2025-03-28T05:18:59,C19059,P009,Notebook A5,Stationery,1,8.71,0.0,South
ORD2025032800011,2025-03-28T01:24:19,C06215,P011,Bluetooth Speaker,Electronics,1,49.06,0.0,South
ORD2025032800012,2025-03-28T11:15:37,C48681,P005,Cotton T-Shirt,Apparel,2,24.35,0.0,East
ORD2025032800013,2025-03-28T06:52:53,C22607,P011,Bluetooth Speaker,Electronics,1,78.72,0.0,East
ORD2025032800014,2025-03-28T15:57:01,C06540,P007,Coffee Beans 250g,Grocery,1,13.41,0.0,North
ORD2025032800015,2025-03-28T18:29:50,C16515,P009,Notebook A5,Stationery,1,6.52,0.0,North
ORD2025032800016,2025-03-28T00:49:11,C11655,P007,Coffee Beans 250g,Grocery,3,11.74,0.05,East
ORD2025032800017,2025-03-28T21:38:50,C04622,P002,USB-C Cable,Electronics,2,9.67,0.0,North
ORD2025032800018,2025-03-28T13:20:31,C35391,P005,Cotton T-Shirt,Apparel,1,16.27,0.1,South
ORD2025032800019,2025-03-28T05:26:12,C31860,P008,Olive Oil 500ml,Grocery,3,10.98,0.0,East
ORD2025032800020,2025-03-28T05:38:29,C38748,P004,Resistance Bands,Fitness,1,20.49,0.0,South
ORD2025032800021,2025-03-28T19:54:40,C09127,P006,Denim Jeans,Apparel,4,41.0,0.0,West
ORD2025032800022,2025-03-28T22:44:16,C07678,P006,Denim Jeans,Apparel,1,45.31,0.0,West
ORD2025032800023,2025-03-28T17:28:46,C46518,P011,Bluetooth Speaker,Electronics,1,61.51,0.05,West
ORD2025032800024,2025-03-28T15:58:27,C44427,P012,Running Shoes,Apparel,1,75.64,0.0,North
ORD2025032800025,2025-03-28T10:35:10,C06467,P012,Running Shoes,Apparel,1,64.97,0.1,North
ORD2025032800026,2025-03-28T13:53:56,C09009,P004,Resistance Bands,Fitness,2,13.23,0.0,North
ORD2025032800027,2025-03-28T02:18:19,C20932,P003,Yoga Mat,Fitness,1,30.33,0.0,North
ORD2025032800028,2025-03-28T11:50:37,C20712,P009,Notebook A5,Stationery,3,7.76,0.0,South
ORD2025032800029,2025-03-28T22:44:25,C20454,P008,Olive Oil 500ml,Grocery,1,15.98,0.1,North
ORD2025032800030,2025-03-28T22:31:20,C41955,P002,USB-C Cable,Electronics,1,10.79,0.05,North
ORD2025032800031,2025-03-28T21:50:51,C27736,P004,Resistance Bands,Fitness,1,21.23,0.0,North
ORD2025032800032,2025-03-28T21:06:23,C07616,P010,Gel Pen Set,Stationery,1,6.9,0.0,North
ORD2025032800033,2025-03-28T23:00:59,C00148,P002,USB-C Cable,Electronics,1,10.92,0.0,North
ORD2025032800034,2025-03-28T00:54:53,C26908,P004,Resistance Bands,Fitness,3,19.62,0.0,North
ORD2025032800035,2025-03-28T22:40:56,C22774,P012,Running Shoes,Apparel,2,58.06,0.0,East
ORD2025032800036,2025-03-28T20:26:50,C04130,P009,Notebook A5,Stationery,3,4.81,0.2,East
ORD2025032800037,2025-03-28T09:35:05,C08377,P006,Denim Jeans,Apparel,1,61.49,0.05,North
ORD2025032800038,2025-03-28T07:40:24,C04434,P011,Bluetooth Speaker,Electronics,2,67.93,0.0,West
ORD2025032800039,2025-03-28T19:01:15,C31501,P007,Coffee Beans 250g,Grocery,4,10.99,0.05,East
ORD2025032800040,2025-03-28T04:04:18,C19537,P012,Running Shoes,Apparel,1,90.53,0.0,West
ORD2025032800041,2025-03-28T18:21:05,C35557,P012,Running Shoes,Apparel,2,95.34,0.0,West
ORD2025032800042,2025-03-28T15:36:03,C41834,P006,Denim Jeans,Apparel,1,42.86,0.0,East
ORD2025032800043,2025-03-28T06:09:11,C42013,P012,Running Shoes,Apparel,1,63.95,0.0,West
ORD2025032800044,2025-03-28T00:01:14,C48022,P005,Cotton T-Shirt,Apparel,5,26.99,0.0,North
ORD2025032800045,2025-03-28T20:32:21,C21621,P003,Yoga Mat,Fitness,2,31.3,0.15,East
ORD2025032800046,2025-03-28T06:56:08,C48581,P010,Gel Pen Set,Stationery,1,4.96,0.15,North
ORD2025032800047,2025-03-28T10:22:15,C43394,P006,Denim Jeans,Apparel,2,46.21,0.05,West
ORD2025032800048,2025-03-28T21:05:03,C28075,P010,Gel Pen Set,Stationery,2,4.32,0.0,West
ORD2025032800049,2025-03-28T23:28:57,C02545,P009,Notebook A5,Stationery,1,4.98,0.05,West
ORD2025032800050,2025-03-28T03:08:30,C34407,P009,Notebook A5,Stationery,2,8.89,0.0,East
ORD2025032800051,2025-03-28T22:10:08,C07878,P007,Coffee Beans 250g,Grocery,2,11.33,0.05,South
ORD2025032800052,2025-03-28T06:13:03,C47881,P006,Denim Jeans,Apparel,2,46.18,0.15,North
ORD2025032800053,2025-03-28T20:44:50,C26246,P002,USB-C Cable,Electronics,3,13.66,0.0,North
ORD2025032800054,2025-03-28T13:23:58,C01392,P011,Bluetooth Speaker,Electronics,3,81.17,0.1,North
ORD2025032800055,2025-03-28T07:51:12,C21528,P007,Coffee Beans 250g,Grocery,2,12.38,0.0,East
ORD2025032800056,2025-03-28T09:02:58,C08153,P003,Yoga Mat,Fitness,3,18.96,0.15,South
ORD2025032800057,2025-03-28T10:33:55,C33344,P001,Wireless Mouse,Electronics,1,39.44,0.1,North
ORD2025032800058,2025-03-28T13:59:25,C14972,P008,Olive Oil 500ml,Grocery,1,15.38,0.1,South
ORD2025032800059,2025-03-28T04:03:53,C17641,P009,Notebook A5,Stationery,3,5.22,0.0,North
ORD2025032800060,2025-03-28T05:33:47,C14520,P011,Bluetooth Speaker,Electronics,1,63.65,0.0,South
ORD2025032800061,2025-03-28T03:42:26,C20215,P009,Notebook A5,Stationery,3,6.48,0.0,North
ORD2025032800062,2025-03-28T00:25:42,C37360,P007,Coffee Beans 250g,Grocery,1,12.09,0.0,North
ORD2025032800063,2025-03-28T13:14:02,C41604,P008,Olive Oil 500ml,Grocery,5,13.55,0.05,East
ORD2025032800064,2025-03-28T16:38:02,C41990,P005,Cotton T-Shirt,Apparel,1,19.24,0.05,East
ORD2025032800065,2025-03-28T17:50:53,C28676,P001,Wireless Mouse,Electronics,2,26.75,0.1,North
ORD2025032800066,2025-03-28T19:29:43,C22274,P012,Running Shoes,Apparel,1,108.67,0.0,South
ORD2025032800067,2025-03-28T23:40:40,C33861,P011,Bluetooth Speaker,Electronics,1,71.76,0.05,East
ORD2025032800068,2025-03-28T10:22:00,C44672,P001,Wireless Mouse,Electronics,1,28.07,0.1,East
ORD2025032800069,2025-03-28T23:36:49,C38050,P007,Coffee Beans 250g,Grocery,4,13.46,0.0,West
ORD2025032800070,2025-03-28T06:44:38,C34078,P001,Wireless Mouse,Electronics,1,29.17,0.05,North
ORD2025032800071,2025-03-28T04:16:01,C37432,P005,Cotton T-Shirt,Apparel,1,17.22,0.15,West
ORD2025032800072,2025-03-28T22:42:20,C15412,P008,Olive Oil 500ml,Grocery,2,13.34,0.0,West
ORD2025032800073,2025-03-28T02:39:25,C27286,P007,Coffee Beans 250g,Grocery,1,13.56,0.1,North
ORD2025032800074,2025-03-28T12:53:24,C23944,P006,Denim Jeans,Apparel,4,45.66,0.05,North
ORD2025032800075,2025-03-28T20:20:10,C47942,P011,Bluetooth Speaker,Electronics,1,70.12,0.0,North
ORD2025032800076,2025-03-28T00:37:45,C39431,P001,Wireless Mouse,Electronics,1,30.1,0.0,West
ORD2025032800077,2025-03-28T06:45:26,C11504,P012,Running Shoes,Apparel,2,55.99,0.0,North
ORD2025032800078,2025-03-28T20:23:01,C17212,P004,Resistance Bands,Fitness,3,15.42,0.0,West
ORD2025032800079,2025-03-28T16:20:49,C22372,P005,Cotton T-Shirt,Apparel,1,26.1,0.05,South
ORD2025032800080,2025-03-28T16:23:42,C48359,P008,Olive Oil 500ml,Grocery,1,11.54,0.0,West
ORD2025032800081,2025-03-28T04:33:19,C32872,P009,Notebook A5,Stationery,1,8.57,0.1,West
ORD2025032800082,2025-03-28T15:29:58,C07887,P012,Running Shoes,Apparel,2,102.12,0.05,East
ORD2025032800083,2025-03-28T04:46:25,C09336,P002,USB-C Cable,Electronics,4,16.78,0.05,North
ORD2025032800084,2025-03-28T08:10:25,C27919,P002,USB-C Cable,Electronics,1,12.54,0.0,North
ORD2025032800085,2025-03-28T18:12:31,C09333,P011,Bluetooth Speaker,Electronics,1,65.66,0.05,North
ORD2025032800086,2025-03-28T23:08:48,C29494,P006,Denim Jeans,Apparel,2,40.15,0.1,East
ORD2025032800087,2025-03-28T05:15:27,C07150,P011,Bluetooth Speaker,Electronics,1,80.07,0.0,East
ORD2025032800088,2025-03-28T04:57:13,C23100,P008,Olive Oil 500ml,Grocery,1,9.17,0.0,South
ORD2025032800089,2025-03-28T09:18:18,C25266,P010,Gel Pen Set,Stationery,1,4.39,0.0,West
ORD2025032800090,2025-03-28T05:25:17,C36917,P003,Yoga Mat,Fitness,1,24.05,0.0,North
ORD2025032800091,2025-03-28T21:22:22,C30287,P002,USB-C Cable,Electronics,1,12.41,0.0,East
ORD2025032800092,2025-03-28T03:19:45,C08626,P012,Running Shoes,Apparel,1,93.62,0.2,East
ORD2025032800093,2025-03-28T20:35:45,C49750,P012,Running Shoes,Apparel,2,77.72,0.1,South
ORD2025032800094,2025-03-28T12:34:23,C11933,P005,Cotton T-Shirt,Apparel,2,16.91,0.1,West
ORD2025032800095,2025-03-28T08:22:07,C36043,P005,Cotton T-Shirt,Apparel,2,21.33,0.05,East
ORD2025032800096,2025-03-28T17:08:37,C37099,P006,Denim Jeans,Apparel,3,43.05,0.05,South
ORD2025032800097,2025-03-28T22:28:25,C36500,P006,Denim Jeans,Apparel,3,57.63,0.05,East
ORD2025032800098,2025-03-28T23:55:12,C48534,P002,USB-C Cable,Electronics,2,10.37,0.0,North
ORD2025032800099,2025-03-28T10:17:42,C36173,P011,Bluetooth Speaker,Electronics,4,49.53,0.1,North
ORD2025032800100,2025-03-28T05:46:13,C42408,P003,Yoga Mat,Fitness,1,19.95,0.0,South
ORD2025032800101,2025-03-28T07:45:01,C38096,P001,Wireless Mouse,Electronics,1,25.82,0.15,East
ORD2025032800102,2025-03-28T14:00:04,C38000,P002,USB-C Cable,Electronics,1,15.91,0.15,North
ORD2025032800103,2025-03-28T20:41:27,C42250,P009,Notebook A5,Stationery,1,4.66,0.0,South
ORD2025032800104,2025-03-28T13:16:49,C36899,P008,Olive Oil 500ml,Grocery,2,12.87,0.1,South
ORD2025032800105,2025-03-28T11:41:33,C45552,P010,Gel Pen Set,Stationery,1,4.3,0.0,North
ORD2025032800106,2025-03-28T13:36:53,C46298,P005,Cotton T-Shirt,Apparel,1,14.03,0.05,North
ORD2025032800107,2025-03-28T22:03:10,C20093,P006,Denim Jeans,Apparel,1,52.49,0.0,West
ORD2025032800108,2025-03-28T09:35:32,C16420,P004,Resistance Bands,Fitness,1,21.72,0.0,North
ORD2025032800109,2025-03-28T08:35:09,C00440,P010,Gel Pen Set,Stationery,4,3.53,0.0,South
ORD2025032800110,2025-03-28T07:45:11,C31322,P001,Wireless Mouse,Electronics,1,26.82,0.0,North
ORD2025032800111,2025-03-28T15:35:20,C16205,P010,Gel Pen Set,Stationery,2,4.53,0.0,North
ORD2025032800112,2025-03-28T07:23:51,C39162,P012,Running Shoes,Apparel,2,87.44,0.15,North
ORD2025032800113,2025-03-28T07:17:12,C28754,P011,Bluetooth Speaker,Electronics,1,61.31,0.0,East
ORD2025032800114,2025-03-28T10:59:23,C23027,P006,Denim Jeans,Apparel,2,56.15,0.05,North
ORD2025032800115,2025-03-28T21:15:53,C27267,P008,Olive Oil 500ml,Grocery,1,10.8,0.05,East
ORD2025032800116,2025-03-28T09:30:58,C27468,P002,USB-C Cable,Electronics,1,13.16,0.05,East
ORD2025032800117,2025-03-28T03:39:12,C27178,P009,Notebook A5,Stationery,5,8.07,0.2,West
ORD2025032800118,2025-03-28T23:50:26,C02763,P007,Coffee Beans 250g,Grocery,1,10.52,0.0,West
ORD2025032800119,2025-03-28T05:41:36,C13331,P012,Running Shoes,Apparel,1,84.4,0.0,North
ORD2025032800120,2025-03-28T12:08:20,C44816,P001,Wireless Mouse,Electronics,1,25.12,0.0,West
ORD2025032800121,2025-03-28T17:27:54,C18619,P009,Notebook A5,Stationery,1,7.99,0.0,West
ORD2025032800122,2025-03-28T20:27:35,C07277,P012,Running Shoes,Apparel,1,103.3,0.0,North
ORD2025032800123,2025-03-28T13:02:41,C26315,P008,Olive Oil 500ml,Grocery,3,10.87,0.0,East
ORD2025032800124,2025-03-28T03:30:45,C40647,P008,Olive Oil 500ml,Grocery,2,9.74,0.0,South
ORD2025032800125,2025-03-28T03:04:55,C02409,P006,Denim Jeans,Apparel,2,42.8,0.2,West
ORD2025032800126,2025-03-28T20:25:42,C34483,P008,Olive Oil 500ml,Grocery,1,10.61,0.0,North
ORD2025032800127,2025-03-28T21:20:18,C08825,P003,Yoga Mat,Fitness,1,24.23,0.0,South
ORD2025032800128,2025-03-28T22:32:03,C10486,P010,Gel Pen Set,Stationery,1,6.26,0.1,West
ORD2025032800129,2025-03-28T04:45:38,C09741,P003,Yoga Mat,Fitness,1,21.35,0.0,North
ORD2025032800130,2025-03-28T02:38:48,C46537,P008,Olive Oil 500ml,Grocery,1,15.23,0.1,South
ORD2025032800131,2025-03-28T10:30:19,C34206,P010,Gel Pen Set,Stationery,1,4.11,0.05,West
ORD2025032800132,2025-03-28T11:01:09,C43785,P008,Olive Oil 500ml,Grocery,1,15.49,0.1,East
ORD2025032800133,2025-03-28T10:30:08,C11749,P001,Wireless Mouse,Electronics,1,27.97,0.0,East
ORD2025032800134,2025-03-28T07:00:10,C41100,P008,Olive Oil 500ml,Grocery,2,13.63,0.0,West
ORD2025032800135,2025-03-28T11:18:20,C44573,P011,Bluetooth Speaker,Electronics,1,62.55,0.0,West
ORD2025032800136,2025-03-28T19:01:08,C35422,P009,Notebook A5,Stationery,1,5.24,0.1,South
ORD2025032800137,2025-03-28T14:34:53,C18636,P002,USB-C Cable,Electronics,2,12.06,0.0,East
ORD2025032800138,2025-03-28T03:10:25,C39650,P002,USB-C Cable,Electronics,1,16.92,0.0,West
ORD2025032800139,2025-03-28T21:17:11,C16348,P012,Running Shoes,Apparel,1,76.25,0.05,East
ORD2025032800140,2025-03-28T02:20:05,C03971,P012,Running Shoes,Apparel,1,101.53,0.0,West
ORD2025032800141,2025-03-28T23:16:40,C00261,P001,Wireless Mouse,Electronics,1,30.76,0.15,East
ORD2025032800142,2025-03-28T22:40:47,C33974,P010,Gel Pen Set,Stationery,2,3.24,0.1,East
ORD2025032800143,2025-03-28T23:23:11,C11838,P011,Bluetooth Speaker,Electronics,1,75.31,0.0,West
ORD2025032800144,2025-03-28T06:25:09,C30128,P003,Yoga Mat,Fitness,3,21.69,0.0,West
ORD2025032800145,2025-03-28T21:46:27,C43124,P011,Bluetooth Speaker,Electronics,1,87.54,0.0,North
ORD2025032800146,2025-03-28T00:04:21,C38421,P003,Yoga Mat,Fitness,1,22.89,0.15,West
ORD2025032800147,2025-03-28T10:45:14,C14846,P001,Wireless Mouse,Electronics,1,36.18,0.0,West
ORD2025032800148,2025-03-28T12:55:18,C16717,P010,Gel Pen Set,Stationery,3,4.44,0.1,North
ORD2025032800149,2025-03-28T02:40:38,C01754,P007,Coffee Beans 250g,Grocery,2,13.92,0.0,North
ORD2025032800150,2025-03-28T01:29:29,C00883,P007,Coffee Beans 250g,Grocery,1,16.78,0.05,East
ORD2025032800151,2025-03-28T15:15:27,C04943,P006,Denim Jeans,Apparel,1,51.28,0.1,West
ORD2025032800152,2025-03-28T23:20:44,C47292,P001,Wireless Mouse,Electronics,2,36.3,0.0,North
ORD2025032800153,2025-03-28T21:01:32,C26118,P012,Running Shoes,Apparel,2,56.57,0.0,North
ORD2025032800154,2025-03-28T09:04:28,C23120,P006,Denim Jeans,Apparel,1,61.53,0.0,East
ORD2025032800155,2025-03-28T18:37:11,C48822,P006,Denim Jeans,Apparel,1,57.48,0.0,North
ORD2025032800156,2025-03-28T07:42:52,C13741,P006,Denim Jeans,Apparel,1,49.66,0.15,West
ORD2025032800157,2025-03-28T03:17:20,C03882,P011,Bluetooth Speaker,Electronics,1,47.86,0.05,West
ORD2025032800158,2025-03-28T05:44:41,C34171,P012,Running Shoes,Apparel,1,79.52,0.0,North
ORD2025032800159,2025-03-28T15:01:52,C03012,P011,Bluetooth Speaker,Electronics,4,85.88,0.05,North
ORD2025032800160,2025-03-28T21:30:17,C45225,P007,Coffee Beans 250g,Grocery,4,14.01,0.1,South
ORD2025032800161,2025-03-28T13:08:08,C13234,P005,Cotton T-Shirt,Apparel,1,24.06,0.05,West
ORD2025032800162,2025-03-28T16:43:09,C10689,P001,Wireless Mouse,Electronics,3,30.06,0.05,East
ORD2025032800163,2025-03-28T01:27:30,C39997,P002,USB-C Cable,Electronics,2,13.69,0.1,North
ORD2025032800164,2025-03-28T17:38:32,C47065,P011,Bluetooth Speaker,Electronics,1,78.06,0.0,North
ORD2025032800165,2025-03-28T11:36:10,C09088,P004,Resistance Bands,Fitness,1,22.0,0.0,North
ORD2025032800166,2025-03-28T12:08:41,C45225,P001,Wireless Mouse,Electronics,1,25.76,0.0,West
ORD2025032800167,2025-03-28T23:05:51,C37674,P007,Coffee Beans 250g,Grocery,2,14.73,0.15,South
ORD2025032800168,2025-03-28T18:11:46,C39340,P010,Gel Pen Set,Stationery,1,6.01,0.0,North
ORD2025032800169,2025-03-28T14:26:58,C14790,P001,Wireless Mouse,Electronics,1,25.1,0.0,East
ORD2025032800170,2025-03-28T05:07:42,C34043,P004,Resistance Bands,Fitness,1,12.16,0.05,East
ORD2025032800171,2025-03-28T07:43:59,C44252,P003,Yoga Mat,Fitness,1,34.95,0.0,South
ORD2025032800172,2025-03-28T05:52:19,C36108,P012,Running Shoes,Apparel,1,82.59,0.0,South
ORD2025032800173,2025-03-28T15:28:09,C20775,P007,Coffee Beans 250g,Grocery,3,14.71,0.0,South
ORD2025032800174,2025-03-28T23:13:53,C22022,P010,Gel Pen Set,Stationery,2,5.26,0.15,East
ORD2025032800175,2025-03-28T20:51:14,C15210,P009,Notebook A5,Stationery,1,6.73,0.05,North
ORD2025032800176,2025-03-28T16:47:08,C14300,P011,Bluetooth Speaker,Electronics,3,86.52,0.0,West
ORD2025032800177,2025-03-28T02:30:42,C30435,P012,Running Shoes,Apparel,1,108.88,0.05,South
ORD2025032800178,2025-03-28T08:18:04,C38091,P006,Denim Jeans,Apparel,1,46.49,0.0,East
ORD2025032800179,2025-03-28T19:12:31,C29849,P009,Notebook A5,Stationery,3,7.48,0.0,West
ORD2025032800180,2025-03-28T16:29:17,C27058,P010,Gel Pen Set,Stationery,1,5.96,0.15,North
ORD2025032800181,2025-03-28T12:59:10,C16770,P006,Denim Jeans,Apparel,1,63.49,0.0,South
ORD2025032800182,2025-03-28T20:21:45,C40565,P012,Running Shoes,Apparel,3,78.56,0.0,South
ORD2025032800183,2025-03-28T16:21:43,C34259,P011,Bluetooth Speaker,Electronics,1,50.29,0.0,West
ORD2025032800184,2025-03-28T15:04:36,C26378,P005,Cotton T-Shirt,Apparel,5,15.65,0.0,South
ORD2025032800185,2025-03-28T04:51:56,C17958,P003,Yoga Mat,Fitness,1,31.18,0.0,West
ORD2025032800186,2025-03-28T12:19:40,C31002,P008,Olive Oil 500ml,Grocery,2,10.24,0.0,North
ORD2025032800187,2025-03-28T23:05:20,C19254,P001,Wireless Mouse,Electronics,1,28.78,0.05,South
ORD2025032800188,2025-03-28T16:20:28,C18270,P012,Running Shoes,Apparel,2,80.97,0.0,East
ORD2025032800189,2025-03-28T16:58:44,C47514,P001,Wireless Mouse,Electronics,2,37.01,0.0,West
ORD2025032800190,2025-03-28T03:23:29,C47757,P007,Coffee Beans 250g,Grocery,2,13.36,0.05,North
ORD2025032800191,2025-03-28T08:16:52,C46782,P001,Wireless Mouse,Electronics,1,27.67,0.05,South
ORD2025032800192,2025-03-28T19:28:37,C39958,P005,Cotton T-Shirt,Apparel,1,17.24,0.2,North
ORD2025032800193,2025-03-28T22:30:55,C28680,P003,Yoga Mat,Fitness,2,20.21,0.0,South
ORD2025032800194,2025-03-28T04:06:59,C39776,P009,Notebook A5,Stationery,1,7.9,0.05,West
ORD2025032800195,2025-03-28T19:23:47,C37511,P003,Yoga Mat,Fitness,5,30.67,0.0,East
ORD2025032800196,2025-03-28T00:25:10,C19238,P012,Running Shoes,Apparel,1,90.68,0.05,North
ORD2025032800197,2025-03-28T06:57:10,C46173,P011,Bluetooth Speaker,Electronics,1,64.32,0.0,East
ORD2025032800198,2025-03-28T21:13:42,C11809,P012,Running Shoes,Apparel,2,66.84,0.0,South
ORD2025032800199,2025-03-28T07:11:18,C11676,P003,Yoga Mat,Fitness,1,22.74,0.1,North
ORD2025032800200,2025-03-28T23:07:02,C48693,P003,Yoga Mat,Fitness,2,21.01,0.1,West
ORD2025032800201,2025-03-28T04:24:37,C27664,P011,Bluetooth Speaker,Electronics,3,77.83,0.2,North
ORD2025032800202,2025-03-28T11:19:40,C17996,P001,Wireless Mouse,Electronics,1,26.68,0.0,South
ORD2025032800203,2025-03-28T17:43:47,C38454,P008,Olive Oil 500ml,Grocery,1,14.51,0.15,South
ORD2025032800204,2025-03-28T06:23:44,C19063,P008,Olive Oil 500ml,Grocery,1,14.05,0.05,East
ORD2025032800205,2025-03-28T02:08:15,C30354,P011,Bluetooth Speaker,Electronics,1,78.2,0.1,South
ORD2025032800206,2025-03-28T10:32:12,C14302,P011,Bluetooth Speaker,Electronics,1,62.82,0.0,North
ORD2025032800207,2025-03-28T14:56:33,C49132,P008,Olive Oil 500ml,Grocery,1,15.18,0.0,North
ORD2025032800208,2025-03-28T21:48:47,C30268,P002,USB-C Cable,Electronics,1,9.58,0.0,South
ORD2025032800209,2025-03-28T06:30:56,C40016,P003,Yoga Mat,Fitness,4,32.95,0.0,West
ORD2025032800210,2025-03-28T03:22:11,C38163,P012,Running Shoes,Apparel,1,73.14,0.1,South
ORD2025032800211,2025-03-28T14:24:33,C43948,P001,Wireless Mouse,Electronics,1,35.77,0.05,West
ORD2025032800212,2025-03-28T02:59:48,C46383,P004,Resistance Bands,Fitness,2,19.84,0.15,West
ORD2025032800213,2025-03-28T06:08:48,C15042,P010,Gel Pen Set,Stationery,3,3.28,0.0,North
ORD2025032800214,2025-03-28T10:31:58,C04376,P003,Yoga Mat,Fitness,1,24.73,0.05,East
ORD2025032800215,2025-03-28T11:53:06,C03653,P007,Coffee Beans 250g,Grocery,1,13.34,0.0,South
ORD2025032800216,2025-03-28T23:42:37,C44685,P005,Cotton T-Shirt,Apparel,1,22.71,0.05,West
ORD2025032800217,2025-03-28T12:00:52,C49299,P010,Gel Pen Set,Stationery,4,6.51,0.1,West
ORD2025032800218,2025-03-28T20:18:05,C15704,P010,Gel Pen Set,Stationery,1,5.89,0.1,South
ORD2025032800219,2025-03-28T07:52:16,C49891,P009,Notebook A5,Stationery,1,5.77,0.05,North
ORD2025032800220,2025-03-28T12:45:36,C08414,P006,Denim Jeans,Apparel,1,38.79,0.05,West
ORD2025032800221,2025-03-28T08:37:35,C28023,P002,USB-C Cable,Electronics,1,15.44,0.0,North
ORD2025032800222,2025-03-28T23:56:40,C37352,P009,Notebook A5,Stationery,1,6.63,0.0,South
ORD2025032800223,2025-03-28T12:22:24,C07106,P005,Cotton T-Shirt,Apparel,1,18.92,0.15,East
ORD2025032800224,2025-03-28T19:59:13,C37967,P011,Bluetooth Speaker,Electronics,1,59.92,0.0,East
ORD2025032800225,2025-03-28T02:20:09,C43705,P009,Notebook A5,Stationery,3,6.84,0.05,East
ORD2025032800226,2025-03-28T01:46:18,C06021,P005,Cotton T-Shirt,Apparel,1,18.27,0.0,South
ORD2025032800227,2025-03-28T05:21:17,C34326,P010,Gel Pen Set,Stationery,1,4.07,0.0,East
ORD2025032800228,2025-03-28T05:46:58,C49832,P002,USB-C Cable,Electronics,5,10.64,0.05,East
ORD2025032800229,2025-03-28T15:04:47,C35828,P005,Cotton T-Shirt,Apparel,1,14.28,0.05,North
ORD2025032800230,2025-03-28T11:11:32,C45123,P012,Running Shoes,Apparel,2,84.2,0.0,North
ORD2025032800231,2025-03-28T16:51:48,C09549,P008,Olive Oil 500ml,Grocery,1,14.07,0.05,East
ORD2025032800232,2025-03-28T16:14:09,C26122,P006,Denim Jeans,Apparel,1,61.38,0.0,North
ORD2025032800233,2025-03-28T05:02:24,C39979,P005,Cotton T-Shirt,Apparel,1,22.7,0.0,South
ORD2025032800234,2025-03-28T12:08:09,C04446,P003,Yoga Mat,Fitness,1,32.11,0.0,East
