order_id,order_timestamp,customer_id,product_id,product_name,category,qty,unit_price,discount_pct,region
ORD2025030500000,2025-03-05T08:16:12,C39399,P003,Yoga Mat,Fitness,2,20.43,0.1,East
ORD2025030500001,2025-03-05T06:59:11,C00403,P006,Denim Jeans,Apparel,2,63.46,0.0,West
ORD2025030500002,2025-03-05T05:56:01,C30091,P005,Cotton T-Shirt,Apparel,5,15.04,0.0,South
ORD2025030500003,2025-03-05T02:38:01,C05660,P002,USB-C Cable,Electronics,1,8.34,0.0,West
ORD2025030500004,2025-03-05T10:35:48,C33175,P007,Coffee Beans 250g,Grocery,2,14.14,0.1,North
ORD2025030500005,2025-03-05T00:59:50,C49939,P010,Gel Pen Set,Stationery,2,6.46,0.05,South
ORD2025030500006,2025-03-05T08:20:36,C01018,P010,Gel Pen Set,Stationery,1,6.5,0.0,East
ORD2025030500007,2025-03-05T07:31:16,C42641,P003,Yoga Mat,Fitness,3,30.14,0.0,South
ORD2025030500008,2025-03-05T20:48:18,C02315,P007,Coffee Beans 250g,Grocery,3,12.16,0.15,East
ORD2025030500009,2025-03-05T04:11:06,C06746,P008,Olive Oil 500ml,Grocery,3,13.75,0.0,East
ORD2025030500010,2025-03-05T00:37:57,C36087,P004,Resistance Bands,Fitness,5,20.34,0.0,South
ORD2025030500011,2025-03-05T13:48:53,C13090,P002,USB-C Cable,Electronics,1,13.72,0.05,West
ORD2025030500012,2025-03-05T00:29:23,C39968,P006,Denim Jeans,Apparel,1,44.51,0.1,West
ORD2025030500013,2025-03-05T10:50:19,C11157,P006,Denim Jeans,Apparel,1,39.97,0.1,South
ORD2025030500014,2025-03-05T04:35:52,C25458,P008,Olive Oil 500ml,Grocery,1,10.07,0.05,East
ORD2025030500015,2025-03-05T21:26:40,C42587,P011,Bluetooth Speaker,Electronics,1,62.4,0.0,East
ORD2025030500016,2025-03-05T00:05:46,C34273,P004,Resistance Bands,Fitness,3,18.2,0.0,East
ORD2025030500017,2025-03-05T19:02:36,C26321,P007,Coffee Beans 250g,Grocery,1,16.23,0.0,North
ORD2025030500018,2025-03-05T13:28:08,C41276,P003,Yoga Mat,Fitness,5,18.9,0.15,North
ORD2025030500019,2025-03-05T08:29:24,C42566,P009,Notebook A5,Stationery,1,7.09,0.15,South
ORD2025030500020,2025-03-05T03:54:12,C09746,P001,Wireless Mouse,Electronics,3,30.99,0.05,South
ORD2025030500021,2025-03-05T23:39:15,C32288,P003,Yoga Mat,Fitness,1,22.56,0.0,East
ORD2025030500022,2025-03-05T06:39:58,C10359,P010,Gel Pen Set,Stationery,1,6.01,0.0,South
ORD2025030500023,2025-03-05T15:38:36,C34438,P012,Running Shoes,Apparel,1,102.22,0.1,North
ORD2025030500024,2025-03-05T08:58:02,C22265,P009,Notebook A5,Stationery,1,7.59,0.05,South
ORD2025030500025,2025-03-05T18:52:08,C28490,P004,Resistance Bands,Fitness,1,17.09,0.05,North
